日期,单位净值,累计净值,累计单位净值,基金id
2024-06-13,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-17,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-18,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-19,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-20,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-21,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-24,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-25,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-26,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-27,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-06-28,1.0,1.0,1.0,聚鸣章玉价值成长3号A
2024-07-02,1.0001,1.0001,1.0001,聚鸣章玉价值成长3号A
2024-07-09,1.0001,1.0001,1.0001,聚鸣章玉价值成长3号A
2024-07-16,1.0002,1.0002,1.0002,聚鸣章玉价值成长3号A
2024-07-17,0.9997,0.9997,0.9997,聚鸣章玉价值成长3号A
2024-07-23,0.993,0.993,0.993,聚鸣章玉价值成长3号A
2024-07-30,0.9779,0.9779,0.9779,聚鸣章玉价值成长3号A
2024-08-06,0.9665,0.9665,0.9665,聚鸣章玉价值成长3号A
2024-08-13,0.9702,0.9702,0.9702,聚鸣章玉价值成长3号A
2024-08-19,0.9862,0.9862,0.9862,聚鸣章玉价值成长3号A
2024-08-20,0.9862,0.9862,0.9862,聚鸣章玉价值成长3号A
2024-08-27,0.9761,0.9761,0.9761,聚鸣章玉价值成长3号A
2024-09-03,0.972,0.972,0.972,聚鸣章玉价值成长3号A
2024-09-05,0.9622,0.9622,0.9622,聚鸣章玉价值成长3号A
2024-09-10,0.95,0.95,0.95,聚鸣章玉价值成长3号A
2024-09-19,0.9579,0.9579,0.9579,聚鸣章玉价值成长3号A
2024-09-20,0.9568,0.9568,0.9568,聚鸣章玉价值成长3号A
2024-09-24,0.9617,0.9617,0.9616999999999999,聚鸣章玉价值成长3号A
2024-10-08,1.0066,1.0066,1.0066,聚鸣章玉价值成长3号A
2024-10-09,1.0386,1.0386,1.0386,聚鸣章玉价值成长3号A
2024-10-15,1.0559,1.0559,1.0559,聚鸣章玉价值成长3号A
2024-10-17,1.0506,1.0506,1.0506,聚鸣章玉价值成长3号A
2024-10-22,1.0626,1.0626,1.0626,聚鸣章玉价值成长3号A
2024-10-29,1.0586,1.0586,1.0586,聚鸣章玉价值成长3号A
2024-11-05,1.0381,1.0381,1.0381,聚鸣章玉价值成长3号A
2024-11-12,1.0744,1.0744,1.0744,聚鸣章玉价值成长3号A
2024-11-19,1.0421,1.0421,1.0421,聚鸣章玉价值成长3号A
2024-11-26,1.0398,1.0398,1.0398,聚鸣章玉价值成长3号A
2024-12-03,1.0387,1.0387,1.0387,聚鸣章玉价值成长3号A
2024-12-10,1.0535,1.0535,1.0535,聚鸣章玉价值成长3号A
2024-12-17,1.0346,1.0346,1.0346,聚鸣章玉价值成长3号A
2024-12-18,1.0269,1.0269,1.0269,聚鸣章玉价值成长3号A
2024-12-24,1.0233,1.0233,1.0233,聚鸣章玉价值成长3号A
2024-12-31,1.0144,1.0144,1.0144,聚鸣章玉价值成长3号A
2025-01-07,1.0105,1.0105,1.0105,聚鸣章玉价值成长3号A
2025-01-14,1.0012,1.0012,1.0012,聚鸣章玉价值成长3号A
2025-01-17,1.0109,1.0109,1.0109,聚鸣章玉价值成长3号A
2025-01-21,1.0238,1.0238,1.0238,聚鸣章玉价值成长3号A
2025-02-05,1.0283,1.0283,1.0283,聚鸣章玉价值成长3号A
2025-02-06,1.0214,1.0214,1.0214,聚鸣章玉价值成长3号A
2025-02-11,1.0424,1.0424,1.0424,聚鸣章玉价值成长3号A
2025-02-18,1.0499,1.0499,1.0499,聚鸣章玉价值成长3号A
2025-02-19,1.0401,1.0401,1.0401,聚鸣章玉价值成长3号A
2025-02-25,1.0436,1.0436,1.0436000000000003,聚鸣章玉价值成长3号A
